USER_ID,TERRITORY_ID,TYPE_IN_HOUSE,TYPE_FREELANCE,TOTAL_DOWNLOADS,TOTAL_COLLABORATIONS,HAS_FACEBOOK,HAS_TWITTER,HAS_PINTEREST,HAS_INSTAGRAM,USES_AFFILIATES
1727,1,False,True,266,0,False,False,False,False,False
1728,1,False,True,63,0,False,False,False,False,False
1730,1,False,True,61,0,False,False,False,False,False
1733,1,False,True,801,0,False,False,False,False,False
1735,1,False,True,205,0,False,False,False,False,False
1737,1,False,True,128,0,False,False,False,False,False
1744,1,False,True,203,0,False,False,False,False,False
1746,1,False,True,1,0,False,False,False,False,False
1749,1,False,True,14,0,False,False,False,False,False
1751,1,False,True,3,0,False,False,False,False,False
1753,1,False,True,2358,0,False,False,False,False,False
1755,1,False,True,701,0,False,True,False,False,False
1757,1,False,True,714,0,False,False,False,False,False
1759,1,False,True,6,0,False,False,False,False,False
1760,1,False,True,53,0,False,False,False,False,False
1761,1,False,True,16,0,False,False,False,False,False
1764,1,False,True,51,0,False,False,False,False,False
1766,1,True,False,145,0,False,False,False,False,False
1767,1,False,True,661,0,False,False,False,False,False
1774,1,True,False,1124,0,False,False,False,False,False
1776,1,False,True,147,0,False,False,False,False,False
1777,1,False,True,18,0,False,False,False,False,False
1779,1,False,True,36,0,False,False,False,False,False
1783,1,False,True,135,0,False,False,False,False,False
1793,1,False,True,195,0,False,False,False,False,False
1794,1,False,True,63,0,False,False,False,False,False
1795,1,False,True,2,0,False,False,False,False,False
1798,1,True,False,6,0,False,False,False,False,False
1799,1,False,True,84,0,False,False,False,False,False
1800,1,True,False,3359,0,False,False,False,False,False
1801,1,False,True,379,0,False,False,False,False,False
1804,1,False,True,79,0,False,False,False,False,False
1810,1,False,True,70,0,False,False,False,False,False
1812,1,True,False,1521,0,False,False,False,False,False
1814,1,False,True,200,0,False,False,False,False,False
1820,1,False,True,557,0,False,False,False,False,False
1821,1,False,True,107,0,False,False,False,False,False
1826,1,False,True,8,0,False,False,False,False,False
1828,1,False,True,1146,0,False,False,False,False,False
1832,1,False,True,420,0,False,False,False,False,False
1835,1,False,True,3,0,False,False,False,False,False
1836,1,False,True,10,0,False,False,False,False,False
1841,1,False,True,56,0,False,False,False,False,False
1844,1,False,True,1151,0,False,False,False,False,False
1852,1,False,True,992,0,False,False,False,False,False
1854,1,False,True,87,0,False,False,False,False,False
1855,1,False,True,20,0,False,False,False,False,False
1858,1,False,True,78,0,False,False,False,False,False
1862,1,False,True,6,0,False,False,False,False,False
1863,1,False,True,796,0,False,False,False,False,False
1864,1,False,True,1,0,False,False,False,False,False
1865,1,False,True,40,0,False,False,False,False,False
1866,1,False,True,157,0,False,False,False,False,False
1870,1,True,False,50,0,False,False,False,False,False
1872,1,True,True,421,0,False,False,False,False,False
1874,1,False,True,64,0,False,False,False,False,False
1881,1,False,True,2,0,False,False,False,False,False
1884,1,False,True,2,0,False,False,False,False,False
1886,1,False,True,115,0,False,False,False,False,False
1889,1,False,True,42,0,False,False,False,False,False
1890,1,False,True,68,0,False,False,False,False,False
1891,1,False,True,78,0,False,False,False,False,False
1896,1,False,True,145,0,False,False,False,False,False
1898,1,False,True,4,0,False,False,False,False,False
1899,1,False,True,279,0,False,False,False,False,False
1901,1,False,True,20,0,False,False,False,False,False
1902,1,False,True,205,0,False,False,False,False,False
1903,1,False,True,99,0,False,False,False,False,False
1905,1,False,True,4,0,False,False,False,False,False
1907,1,False,True,50,0,False,False,False,False,False
1913,1,False,True,7,0,False,False,False,False,False
1915,1,False,True,1962,0,False,False,False,False,False
1916,1,False,True,7,0,False,False,False,False,False
1917,1,False,True,134,0,False,False,False,False,False
1918,1,False,True,1,0,False,False,False,False,False
1919,1,False,True,68,0,False,False,False,False,False
1928,1,False,True,71,0,False,False,False,False,False
1930,1,True,False,56,0,False,False,False,False,False
1932,1,False,True,25,0,False,False,False,False,False
1935,1,False,True,86,0,False,False,False,False,False
1939,1,False,True,9,0,False,False,False,False,False
1940,1,True,False,1155,0,False,False,False,False,False
1943,1,False,True,108,0,False,False,False,False,False
1944,1,False,True,7,0,False,False,False,False,False
1951,1,False,True,40,0,False,False,False,False,False
1954,1,False,True,141,0,False,False,False,False,False
1958,1,False,True,195,0,False,False,False,False,False
1961,1,False,True,199,0,False,False,False,False,False
1963,1,False,True,55,0,False,False,False,False,False
1964,1,False,True,217,0,False,False,False,False,False
1966,1,True,False,578,0,False,False,False,False,False
1970,1,False,True,2,0,False,False,False,False,False
1973,1,True,False,36,0,False,False,False,False,False
1979,1,False,True,6,0,False,False,False,False,False
1981,1,False,True,2,0,False,False,False,False,False
1982,1,True,False,859,0,False,False,False,False,False
1983,1,False,True,4,0,False,False,False,False,False
1984,1,False,True,2,0,False,False,False,False,False
1986,1,False,True,5,0,False,False,False,False,False
1988,1,True,False,92,0,False,False,False,False,False
1989,1,False,True,48,0,False,False,False,False,False
1993,1,False,True,10,0,False,False,False,False,False
1994,1,False,True,4,0,False,False,False,False,False
1995,1,False,True,9,0,False,False,False,False,False
1996,1,False,True,15,0,False,False,False,False,False
1999,1,True,True,6,1,True,True,False,True,True
2000,1,True,False,259,0,False,False,False,False,False
2004,1,False,True,63,0,False,False,False,False,False
2006,1,False,True,1,0,False,False,False,False,False
2007,1,False,True,4,0,False,False,False,False,False
2008,1,False,True,2,0,False,False,False,False,False
2009,1,True,False,1158,0,False,False,False,False,False
2010,1,True,False,270,0,False,False,False,False,False
2013,1,False,True,3,0,False,False,False,False,False
2017,1,False,True,70,0,False,False,False,False,False
2019,1,False,True,71,0,False,False,False,False,False
2025,1,False,True,152,0,False,False,False,False,False
2026,1,False,True,32,0,False,False,False,False,False
2028,1,False,True,11,0,False,False,False,False,False
2029,1,True,False,6,0,False,False,False,False,False
2039,1,False,True,6,0,False,False,False,False,False
2040,1,False,True,52,0,False,False,False,False,False
2046,1,False,True,513,0,False,False,False,False,False
2048,1,False,True,29,0,False,False,False,False,False
2050,1,False,True,356,0,False,False,False,False,False
2070,1,False,True,1,0,False,False,False,False,False
2082,1,False,True,1,0,False,False,False,False,False
2084,1,False,True,1,0,False,False,False,False,False
2086,1,True,False,1085,0,False,False,False,False,True
2092,1,False,True,61,0,False,False,False,False,False
